date;house;industry
03.01.16 03:45;11613;100
03.01.16 04:00;11713;100
03.01.16 04:15;11813;100
03.01.16 04:30;11913;100
03.01.16 04:45;12013;100
03.01.16 05:00;12113;100
03.01.16 05:15;12213;100
03.01.16 05:30;12313;100
03.01.16 05:45;12413;100
03.01.16 06:00;12513;100
03.01.16 06:15;12613;100
03.01.16 06:30;12713;100
03.01.16 06:45;12813;100
03.01.16 07:00;12913;100
03.01.16 07:15;13013;100
03.01.16 07:30;13113;100
03.01.16 07:45;13213;100
03.01.16 08:00;13313;100
03.01.16 08:15;13413;100
03.01.16 08:30;13513;100
03.01.16 08:45;13613;100
03.01.16 09:00;13713;100
03.01.16 09:15;13813;100
03.01.16 09:30;13913;100
03.01.16 09:45;14013;100
03.01.16 10:00;14113;100
03.01.16 10:15;14213;100
03.01.16 10:30;14313;100
03.01.16 10:45;14413;100
03.01.16 11:00;14513;100
03.01.16 11:15;14613;100
03.01.16 11:30;14713;100
03.01.16 11:45;14813;100
03.01.16 12:00;14913;100
03.01.16 12:15;15013;100
03.01.16 12:30;15113;100
03.01.16 12:45;15213;100
03.01.16 13:00;15313;100
03.01.16 13:15;15413;100
03.01.16 13:30;15513;100
03.01.16 13:45;15613;100
03.01.16 14:00;15713;100
03.01.16 14:15;15813;100
03.01.16 14:30;15913;100
03.01.16 14:45;16013;100
03.01.16 15:00;16113;100
03.01.16 15:15;16213;100
03.01.16 15:30;16313;100
03.01.16 15:45;16413;100
03.01.16 16:00;16513;100
03.01.16 16:15;16613;100
03.01.16 16:30;16713;100
03.01.16 16:45;16813;100
03.01.16 17:00;16913;100
03.01.16 17:15;17013;100
03.01.16 17:30;17113;100
03.01.16 17:45;17213;100
03.01.16 18:00;17313;100
03.01.16 18:15;17413;100
03.01.16 18:30;17513;100
03.01.16 18:45;17613;100
03.01.16 19:00;17713;100
03.01.16 19:15;17813;100
03.01.16 19:30;17913;100
03.01.16 19:45;18013;100
03.01.16 20:00;18113;100
03.01.16 20:15;18213;100
03.01.16 20:30;18313;100
03.01.16 20:45;18413;100
03.01.16 21:00;18513;100
03.01.16 21:15;18613;100
03.01.16 21:30;18713;100
03.01.16 21:45;18813;100
03.01.16 22:00;18913;100
03.01.16 22:15;19013;100
03.01.16 22:30;19113;100
03.01.16 22:45;19213;100
03.01.16 23:00;19313;100
03.01.16 23:15;19413;100
03.01.16 23:30;19513;100
03.01.16 23:45;19613;100
04.01.16 00:00;19713;100
04.01.16 00:15;19813;100
04.01.16 00:30;19913;100
04.01.16 00:45;20013;100
04.01.16 01:00;20113;100
04.01.16 01:15;20213;100
04.01.16 01:30;20313;100
04.01.16 01:45;20413;100
04.01.16 02:00;20513;100
04.01.16 02:15;20613;100
04.01.16 02:30;20713;100
04.01.16 02:45;20813;100
04.01.16 03:00;20913;100
04.01.16 03:15;21013;100
04.01.16 03:30;21113;100
04.01.16 03:45;21213;100
04.01.16 04:00;21313;100
04.01.16 04:15;21413;100
04.01.16 04:30;21513;100
04.01.16 04:45;21613;100
04.01.16 05:00;21713;100
04.01.16 05:15;21813;100
04.01.16 05:30;21913;100
04.01.16 05:45;22013;100
04.01.16 06:00;22113;100
04.01.16 06:15;22213;100
04.01.16 06:30;22313;100
04.01.16 06:45;22413;100
04.01.16 07:00;22513;100
04.01.16 07:15;22613;100
04.01.16 07:30;22713;100
04.01.16 07:45;22813;100
04.01.16 08:00;22913;100
04.01.16 08:15;23013;100
04.01.16 08:30;23113;100
04.01.16 08:45;23213;100
04.01.16 09:00;23313;100
04.01.16 09:15;23413;100
04.01.16 09:30;23513;100
04.01.16 09:45;23613;100
04.01.16 10:00;23713;100
04.01.16 10:15;23813;100
04.01.16 10:30;23913;100
04.01.16 10:45;24013;100
04.01.16 11:00;24113;100
04.01.16 11:15;24213;100
04.01.16 11:30;24313;100
04.01.16 11:45;24413;100
04.01.16 12:00;24513;100
04.01.16 12:15;24613;100
04.01.16 12:30;24713;100
04.01.16 12:45;24813;100
04.01.16 13:00;24913;100
04.01.16 13:15;25013;100
04.01.16 13:30;25113;100
04.01.16 13:45;25213;100
04.01.16 14:00;25313;100
04.01.16 14:15;25413;100
04.01.16 14:30;25513;100
04.01.16 14:45;25613;100
04.01.16 15:00;25713;100
04.01.16 15:15;25813;100
04.01.16 15:30;25913;100
04.01.16 15:45;26013;100
04.01.16 16:00;26113;100
04.01.16 16:15;26213;100
04.01.16 16:30;26313;100
04.01.16 16:45;26413;100
04.01.16 17:00;26513;100
04.01.16 17:15;26613;100
04.01.16 17:30;26713;100
04.01.16 17:45;26813;100
04.01.16 18:00;26913;100
04.01.16 18:15;27013;100
04.01.16 18:30;27113;100
04.01.16 18:45;27213;100
04.01.16 19:00;27313;100
04.01.16 19:15;27413;100
04.01.16 19:30;27513;100
04.01.16 19:45;27613;100
04.01.16 20:00;27713;100
04.01.16 20:15;27813;100
04.01.16 20:30;27913;100
04.01.16 20:45;28013;100
04.01.16 21:00;28113;100
04.01.16 21:15;28213;100
04.01.16 21:30;28313;100
04.01.16 21:45;28413;100
04.01.16 22:00;28513;100
04.01.16 22:15;28613;100
04.01.16 22:30;28713;100
04.01.16 22:45;28813;100
04.01.16 23:00;28913;100
04.01.16 23:15;29013;100
04.01.16 23:30;29113;100
04.01.16 23:45;29213;100
05.01.16 00:00;29313;100
05.01.16 00:15;29413;100
05.01.16 00:30;29513;100
05.01.16 00:45;29613;100
05.01.16 01:00;29713;100
05.01.16 01:15;29813;100
05.01.16 01:30;29913;100
05.01.16 01:45;30013;100
05.01.16 02:00;30113;100
05.01.16 02:15;30213;100
05.01.16 02:30;30313;100
05.01.16 02:45;30413;100
05.01.16 03:00;30513;100
05.01.16 03:15;30613;100
05.01.16 03:30;30713;100
05.01.16 03:45;30813;100
05.01.16 04:00;30913;100
05.01.16 04:15;31013;100
05.01.16 04:30;31113;100
05.01.16 04:45;31213;100
05.01.16 05:00;31313;100
05.01.16 05:15;31413;100
05.01.16 05:30;31513;100
05.01.16 05:45;31613;100
05.01.16 06:00;31713;100
05.01.16 06:15;31813;100
05.01.16 06:30;31913;100
05.01.16 06:45;32013;100
05.01.16 07:00;32113;100
05.01.16 07:15;32213;100
05.01.16 07:30;32313;100
05.01.16 07:45;32413;100
05.01.16 08:00;32513;100
05.01.16 08:15;32613;100
05.01.16 08:30;32713;100
05.01.16 08:45;32813;100
05.01.16 09:00;32913;100
05.01.16 09:15;33013;100
05.01.16 09:30;33113;100
05.01.16 09:45;33213;100
05.01.16 10:00;33313;100
05.01.16 10:15;33413;100
05.01.16 10:30;33513;100
05.01.16 10:45;33613;100
05.01.16 11:00;33713;100
05.01.16 11:15;33813;100
05.01.16 11:30;33913;100
05.01.16 11:45;34013;100
05.01.16 12:00;34113;100
05.01.16 12:15;34213;100
05.01.16 12:30;34313;100
05.01.16 12:45;34413;100
05.01.16 13:00;34513;100
05.01.16 13:15;34613;100
05.01.16 13:30;34713;100
05.01.16 13:45;34813;100
05.01.16 14:00;34913;100
05.01.16 14:15;35013;100
05.01.16 14:30;35113;100
05.01.16 14:45;35213;100
05.01.16 15:00;35313;100
05.01.16 15:15;35413;100
05.01.16 15:30;35513;100
05.01.16 15:45;35613;100
05.01.16 16:00;35713;100
05.01.16 16:15;35813;100
05.01.16 16:30;35913;100
05.01.16 16:45;36013;100
05.01.16 17:00;36113;100
05.01.16 17:15;36213;100
05.01.16 17:30;36313;100
05.01.16 17:45;36413;100
05.01.16 18:00;36513;100
05.01.16 18:15;36613;100
05.01.16 18:30;36713;100
05.01.16 18:45;36813;100
05.01.16 19:00;36913;100
05.01.16 19:15;37013;100
05.01.16 19:30;37113;100
05.01.16 19:45;37213;100
05.01.16 20:00;37313;100
05.01.16 20:15;37413;100
05.01.16 20:30;37513;100
05.01.16 20:45;37613;100
05.01.16 21:00;37713;100
05.01.16 21:15;37813;100
05.01.16 21:30;37913;100
05.01.16 21:45;38013;100
05.01.16 22:00;38113;100
05.01.16 22:15;38213;100
05.01.16 22:30;38313;100
05.01.16 22:45;38413;100
05.01.16 23:00;38513;100
05.01.16 23:15;38613;100
05.01.16 23:30;38713;100
05.01.16 23:45;38813;100
06.01.16 00:00;38913;100
06.01.16 00:15;39013;100
06.01.16 00:30;39113;100
06.01.16 00:45;39213;100
06.01.16 01:00;39313;100
06.01.16 01:15;39413;100
06.01.16 01:30;39513;100
06.01.16 01:45;39613;100
06.01.16 02:00;39713;100
06.01.16 02:15;39813;100
06.01.16 02:30;39913;100
06.01.16 02:45;40013;100
06.01.16 03:00;40113;100
06.01.16 03:15;40213;100
06.01.16 03:30;40313;100
06.01.16 03:45;40413;100
06.01.16 04:00;40513;100
06.01.16 04:15;40613;100
06.01.16 04:30;40713;100
06.01.16 04:45;40813;100
06.01.16 05:00;40913;100
06.01.16 05:15;41013;100
06.01.16 05:30;41113;100
06.01.16 05:45;41213;100
06.01.16 06:00;41313;100
06.01.16 06:15;41413;100
06.01.16 06:30;41513;100
06.01.16 06:45;41613;100
06.01.16 07:00;41713;100
06.01.16 07:15;41813;100
06.01.16 07:30;41913;100
06.01.16 07:45;42013;100
06.01.16 08:00;42113;100
06.01.16 08:15;42213;100
06.01.16 08:30;42313;100
06.01.16 08:45;42413;100
06.01.16 09:00;42513;100
06.01.16 09:15;42613;100
06.01.16 09:30;42713;100
06.01.16 09:45;42813;100
06.01.16 10:00;42913;100
06.01.16 10:15;43013;100
06.01.16 10:30;43113;100
06.01.16 10:45;43213;100
06.01.16 11:00;43313;100
06.01.16 11:15;43413;100
06.01.16 11:30;43513;100
06.01.16 11:45;43613;100
06.01.16 12:00;43713;100
06.01.16 12:15;43813;100
06.01.16 12:30;43913;100
06.01.16 12:45;44013;100
06.01.16 13:00;44113;100
06.01.16 13:15;44213;100
06.01.16 13:30;44313;100
06.01.16 13:45;44413;100
06.01.16 14:00;44513;100
06.01.16 14:15;44613;100
06.01.16 14:30;44713;100
06.01.16 14:45;44813;100
06.01.16 15:00;44913;100
06.01.16 15:15;45013;100
06.01.16 15:30;45113;100
06.01.16 15:45;45213;100
06.01.16 16:00;45313;100
06.01.16 16:15;45413;100
06.01.16 16:30;45513;100
06.01.16 16:45;45613;100
06.01.16 17:00;45713;100
06.01.16 17:15;45813;100
06.01.16 17:30;45913;100
06.01.16 17:45;46013;100
06.01.16 18:00;46113;100
06.01.16 18:15;46213;100
06.01.16 18:30;46313;100
06.01.16 18:45;46413;100
06.01.16 19:00;46513;100
06.01.16 19:15;46613;100
06.01.16 19:30;46713;100
06.01.16 19:45;46813;100
06.01.16 20:00;46913;100
06.01.16 20:15;47013;100
06.01.16 20:30;47113;100
06.01.16 20:45;47213;100
06.01.16 21:00;47313;100
06.01.16 21:15;47413;100
06.01.16 21:30;47513;100
06.01.16 21:45;47613;100
06.01.16 22:00;47713;100
06.01.16 22:15;47813;100
06.01.16 22:30;47913;100
06.01.16 22:45;48013;100
06.01.16 23:00;48113;100
06.01.16 23:15;48213;100
06.01.16 23:30;48313;100
06.01.16 23:45;48413;100
07.01.16 00:00;48513;100
07.01.16 00:15;48613;100
07.01.16 00:30;48713;100
07.01.16 00:45;48813;100
07.01.16 01:00;48913;100
07.01.16 01:15;49013;100
07.01.16 01:30;49113;100
07.01.16 01:45;49213;100
07.01.16 02:00;49313;100
07.01.16 02:15;49413;100
07.01.16 02:30;49513;100
07.01.16 02:45;49613;100
07.01.16 03:00;49713;100
07.01.16 03:15;49813;100
07.01.16 03:30;49913;100
07.01.16 03:45;50013;100
07.01.16 04:00;50113;100
07.01.16 04:15;50213;100
07.01.16 04:30;50313;100
07.01.16 04:45;50413;100
07.01.16 05:00;50513;100
07.01.16 05:15;50613;100
07.01.16 05:30;50713;100
07.01.16 05:45;50813;100
07.01.16 06:00;50913;100
07.01.16 06:15;51013;100
07.01.16 06:30;51113;100
07.01.16 06:45;51213;100
07.01.16 07:00;51313;100
07.01.16 07:15;51413;100
07.01.16 07:30;51513;100
07.01.16 07:45;51613;100
07.01.16 08:00;51713;100
07.01.16 08:15;51813;100
07.01.16 08:30;51913;100
07.01.16 08:45;52013;100
07.01.16 09:00;52113;100
07.01.16 09:15;52213;100
07.01.16 09:30;52313;100
07.01.16 09:45;52413;100
07.01.16 10:00;52513;100
07.01.16 10:15;52613;100
07.01.16 10:30;52713;100
07.01.16 10:45;52813;100
07.01.16 11:00;52913;100
07.01.16 11:15;53013;100
07.01.16 11:30;53113;100
07.01.16 11:45;53213;100
07.01.16 12:00;53313;100
07.01.16 12:15;53413;100
07.01.16 12:30;53513;100
07.01.16 12:45;53613;100
07.01.16 13:00;53713;100
07.01.16 13:15;53813;100
07.01.16 13:30;53913;100
07.01.16 13:45;54013;100
07.01.16 14:00;54113;100
07.01.16 14:15;54213;100
07.01.16 14:30;54313;100
07.01.16 14:45;54413;100
07.01.16 15:00;54513;100
07.01.16 15:15;54613;100
07.01.16 15:30;54713;100
07.01.16 15:45;54813;100
07.01.16 16:00;54913;100
07.01.16 16:15;55013;100
07.01.16 16:30;55113;100
07.01.16 16:45;55213;100
07.01.16 17:00;55313;100
07.01.16 17:15;55413;100
07.01.16 17:30;55513;100
07.01.16 17:45;55613;100
07.01.16 18:00;55713;100
07.01.16 18:15;55813;100
07.01.16 18:30;55913;100
07.01.16 18:45;56013;100
07.01.16 19:00;56113;100
07.01.16 19:15;56213;100
07.01.16 19:30;56313;100
07.01.16 19:45;56413;100
07.01.16 20:00;56513;100
07.01.16 20:15;56613;100
07.01.16 20:30;56713;100
07.01.16 20:45;56813;100
07.01.16 21:00;56913;100
07.01.16 21:15;57013;100
07.01.16 21:30;57113;100
07.01.16 21:45;57213;100
07.01.16 22:00;57313;100
07.01.16 22:15;57413;100
07.01.16 22:30;57513;100
07.01.16 22:45;57613;100
07.01.16 23:00;57713;100
07.01.16 23:15;57813;100
07.01.16 23:30;57913;100
07.01.16 23:45;58013;100
08.01.16 00:00;58113;100
08.01.16 00:15;58213;100
08.01.16 00:30;58313;100
08.01.16 00:45;58413;100
08.01.16 01:00;58513;100
08.01.16 01:15;58613;100
08.01.16 01:30;58713;100
08.01.16 01:45;58813;100
08.01.16 02:00;58913;100
08.01.16 02:15;59013;100
08.01.16 02:30;59113;100
08.01.16 02:45;59213;100
08.01.16 03:00;59313;100
08.01.16 03:15;59413;100
08.01.16 03:30;59513;100
08.01.16 03:45;59613;100
08.01.16 04:00;59713;100
08.01.16 04:15;59813;100
08.01.16 04:30;59913;100
08.01.16 04:45;60013;100
08.01.16 05:00;60113;100
08.01.16 05:15;60213;100
08.01.16 05:30;60313;100
08.01.16 05:45;60413;100
08.01.16 06:00;60513;100
08.01.16 06:15;60613;100
08.01.16 06:30;60713;100
08.01.16 06:45;60813;100
08.01.16 07:00;60913;100
08.01.16 07:15;61013;100
08.01.16 07:30;61113;100
08.01.16 07:45;61213;100
08.01.16 08:00;61313;100
08.01.16 08:15;61413;100
08.01.16 08:30;61513;100
08.01.16 08:45;61613;100
08.01.16 09:00;61713;100
08.01.16 09:15;61813;100
08.01.16 09:30;61913;100
08.01.16 09:45;62013;100
08.01.16 10:00;62113;100
08.01.16 10:15;62213;100
08.01.16 10:30;62313;100
08.01.16 10:45;62413;100
08.01.16 11:00;62513;100
08.01.16 11:15;62613;100
08.01.16 11:30;62713;100
08.01.16 11:45;62813;100
08.01.16 12:00;62913;100
08.01.16 12:15;63013;100
08.01.16 12:30;63113;100
08.01.16 12:45;63213;100
08.01.16 13:00;63313;100
08.01.16 13:15;63413;100
08.01.16 13:30;63513;100
08.01.16 13:45;63613;100
08.01.16 14:00;63713;100
08.01.16 14:15;63813;100
08.01.16 14:30;63913;100
08.01.16 14:45;64013;100
08.01.16 15:00;64113;100
08.01.16 15:15;64213;100
08.01.16 15:30;64313;100
08.01.16 15:45;64413;100
08.01.16 16:00;64513;100
08.01.16 16:15;64613;100
08.01.16 16:30;64713;100
08.01.16 16:45;64813;100
08.01.16 17:00;64913;100
08.01.16 17:15;65013;100
08.01.16 17:30;65113;100
08.01.16 17:45;65213;100
08.01.16 18:00;65313;100
08.01.16 18:15;65413;100
08.01.16 18:30;65513;100
08.01.16 18:45;65613;100
08.01.16 19:00;65713;100
08.01.16 19:15;65813;100
08.01.16 19:30;65913;100
08.01.16 19:45;66013;100
08.01.16 20:00;66113;100
08.01.16 20:15;66213;100
08.01.16 20:30;66313;100
08.01.16 20:45;66413;100
08.01.16 21:00;66513;100
08.01.16 21:15;66613;100
08.01.16 21:30;66713;100
08.01.16 21:45;66813;100
08.01.16 22:00;66913;100
08.01.16 22:15;67013;100
08.01.16 22:30;67113;100
08.01.16 22:45;67213;100
08.01.16 23:00;67313;100
08.01.16 23:15;67413;100
08.01.16 23:30;67513;100
08.01.16 23:45;67613;100
09.01.16 00:00;67713;100
09.01.16 00:15;67813;100
09.01.16 00:30;67913;100
09.01.16 00:45;68013;100
09.01.16 01:00;68113;100
09.01.16 01:15;68213;100
09.01.16 01:30;68313;100
09.01.16 01:45;68413;100
09.01.16 02:00;68513;100
09.01.16 02:15;68613;100
09.01.16 02:30;68713;100
09.01.16 02:45;68813;100
09.01.16 03:00;68913;100
09.01.16 03:15;69013;100
09.01.16 03:30;69113;100
09.01.16 03:45;69213;100
09.01.16 04:00;69313;100
09.01.16 04:15;69413;100
09.01.16 04:30;69513;100
09.01.16 04:45;69613;100
09.01.16 05:00;69713;100
09.01.16 05:15;69813;100
09.01.16 05:30;69913;100
09.01.16 05:45;70013;100
09.01.16 06:00;70113;100
09.01.16 06:15;70213;100
09.01.16 06:30;70313;100
09.01.16 06:45;70413;100
09.01.16 07:00;70513;100
09.01.16 07:15;70613;100
09.01.16 07:30;70713;100
09.01.16 07:45;70813;100
09.01.16 08:00;70913;100
09.01.16 08:15;71013;100
09.01.16 08:30;71113;100
09.01.16 08:45;71213;100
09.01.16 09:00;71313;100
09.01.16 09:15;71413;100
09.01.16 09:30;71513;100
09.01.16 09:45;71613;100
09.01.16 10:00;71713;100
09.01.16 10:15;71813;100
09.01.16 10:30;71913;100
09.01.16 10:45;72013;100
09.01.16 11:00;72113;100
09.01.16 11:15;72213;100
09.01.16 11:30;72313;100
09.01.16 11:45;72413;100
09.01.16 12:00;72513;100
09.01.16 12:15;72613;100
09.01.16 12:30;72713;100
09.01.16 12:45;72813;100
09.01.16 13:00;72913;100
09.01.16 13:15;73013;100
09.01.16 13:30;73113;100
09.01.16 13:45;73213;100
09.01.16 14:00;73313;100
09.01.16 14:15;73413;100
09.01.16 14:30;73513;100
09.01.16 14:45;73613;100
09.01.16 15:00;73713;100
09.01.16 15:15;73813;100
09.01.16 15:30;73913;100
09.01.16 15:45;74013;100
09.01.16 16:00;74113;100
09.01.16 16:15;74213;100
09.01.16 16:30;74313;100
09.01.16 16:45;74413;100
09.01.16 17:00;74513;100
09.01.16 17:15;74613;100
09.01.16 17:30;74713;100
09.01.16 17:45;74813;100
09.01.16 18:00;74913;100
09.01.16 18:15;75013;100
09.01.16 18:30;75113;100
09.01.16 18:45;75213;100
09.01.16 19:00;75313;100
09.01.16 19:15;75413;100
09.01.16 19:30;75513;100
09.01.16 19:45;75613;100
09.01.16 20:00;75713;100
09.01.16 20:15;75813;100
09.01.16 20:30;75913;100
09.01.16 20:45;76013;100
09.01.16 21:00;76113;100
09.01.16 21:15;76213;100
09.01.16 21:30;76313;100
09.01.16 21:45;76413;100
09.01.16 22:00;76513;100
09.01.16 22:15;76613;100
09.01.16 22:30;76713;100
09.01.16 22:45;76813;100
09.01.16 23:00;76913;100
09.01.16 23:15;77013;100
09.01.16 23:30;77113;100
09.01.16 23:45;77213;100
10.01.16 00:00;77313;100
10.01.16 00:15;77413;100
10.01.16 00:30;77513;100
10.01.16 00:45;77613;100
10.01.16 01:00;77713;100
10.01.16 01:15;77813;100
10.01.16 01:30;77913;100
10.01.16 01:45;78013;100
10.01.16 02:00;78113;100
10.01.16 02:15;78213;100
10.01.16 02:30;78313;100
10.01.16 02:45;78413;100
10.01.16 03:00;78513;100
10.01.16 03:15;78613;100
10.01.16 03:30;78713;100
10.01.16 03:45;78813;100
10.01.16 04:00;78913;100
10.01.16 04:15;79013;100
10.01.16 04:30;79113;100
10.01.16 04:45;79213;100
10.01.16 05:00;79313;100
10.01.16 05:15;79413;100
10.01.16 05:30;79513;100
10.01.16 05:45;79613;100
10.01.16 06:00;79713;100
10.01.16 06:15;79813;100
10.01.16 06:30;79913;100
10.01.16 06:45;80013;100
10.01.16 07:00;80113;100
10.01.16 07:15;80213;100
10.01.16 07:30;80313;100
10.01.16 07:45;80413;100
10.01.16 08:00;80513;100
10.01.16 08:15;80613;100
10.01.16 08:30;80713;100
10.01.16 08:45;80813;100
10.01.16 09:00;80913;100
10.01.16 09:15;81013;100
10.01.16 09:30;81113;100
10.01.16 09:45;81213;100
10.01.16 10:00;81313;100
10.01.16 10:15;81413;100
10.01.16 10:30;81513;100
10.01.16 10:45;81613;100
10.01.16 11:00;81713;100
10.01.16 11:15;81813;100
10.01.16 11:30;81913;100
10.01.16 11:45;82013;100
10.01.16 12:00;82113;100
10.01.16 12:15;82213;100
10.01.16 12:30;82313;100
10.01.16 12:45;82413;100
10.01.16 13:00;82513;100
10.01.16 13:15;82613;100
10.01.16 13:30;82713;100
10.01.16 13:45;82813;100
10.01.16 14:00;82913;100
10.01.16 14:15;83013;100
10.01.16 14:30;83113;100
10.01.16 14:45;83213;100
10.01.16 15:00;83313;100
10.01.16 15:15;83413;100
10.01.16 15:30;83513;100
10.01.16 15:45;83613;100
10.01.16 16:00;83713;100
10.01.16 16:15;83813;100
10.01.16 16:30;83913;100
10.01.16 16:45;84013;100
10.01.16 17:00;84113;100
10.01.16 17:15;84213;100
10.01.16 17:30;84313;100
10.01.16 17:45;84413;100
10.01.16 18:00;84513;100
10.01.16 18:15;84613;100
10.01.16 18:30;84713;100
